text,label,google,ckip
//@BARISTA斯魚: //@RamiLJ:好耍[嘻嘻]//@咖啡半仙賈明:@BARISTA斯魚 @外星人_YYX @老麥的玉雪 //@CoffeeGroupies:[圍觀] //@Derek_老德:喝過米做的，這方法好喝[good],1,1,1
半年等了一次活動，總穿他家的褲子，質量沒問題,1,1,1
確實1個月減了7斤 [抓狂]//@讀心弟_王:回覆@大嘴美人:不要外傳!!因爲我天都寫一大堆東西而且還要熬夜。精神過度疲勞，所以才瘦下去了！[嘻嘻][嘻嘻] //@大嘴美人:怎麼減的教教我,1,0,0
[哈哈]//@新浪財經:近幾年來，在紐約時代廣場，有不下20多箇中國的省、市、甚至村在紐約時代廣場播放過宣傳片。但值嗎？,1,0,1
菜品質量很好，喫貨幾次了，都還不錯,1,1,1
呃呃呃…… //@villan:真疼~~~~[啊]  //@黛瑞拉:反了[衝鋒] 真正滴爆菊[臉紅自爆] //@V一路狂奔V:竄天候...[太開心],1,1,1
#黃金假日美國自由行#[鼓掌]帝國大廈 五晚異彩紛呈的聖誕節燈光秀即將登場。,1,1,1
@Imlina @哈哈兔兒 [太開心] //@冷笑話精選:花錢如流水的妖精！,1,1,1
[嘻嘻] //@未名湖水草: //@我是高老虎 皮卡書屋中英文圖書館:推薦親子手工！,1,1,1
美味小黃油！[抱抱][饞嘴],1,1,1
酒店的服務和園林是好得沒話說的啦，房間設施就一般，有的舊了，但被鋪還是很乾淨舒服，就是580的價錢有點貴！,1,1,1
房間很寬敞，大牀實在是很大，兩個大人帶個小孩睡着一點兒也不擠，打掃也很乾淨。站在海景房的陽臺上任海風拂面真是很愜意。早餐內容也很豐富，不過性價比不高。但除此之外，就不能要求更多。送餐的食物實在是有失水準，晚上的露天燒烤除了暴貴之外，沒留下其它印象。,1,1,1
以前給兒子讀書，他總是聽一會兒就跑了。《噓！我們在睡覺》是他第一次完整聽完的一個故事，看來這種語言風格還是比較適合孩子的。“媽媽，講睡覺吧！”這幾天一回家，兒子就纏着我講。只要孩子喜歡，比什麼都強啊！當然，我最看中的還是裏面的知識點，不僅有趣，而且完整地融入到故事當中，爲我給孩子傳遞別的內容也提供了一個很好的範例。,1,1,1
#魅力空少#“其實，我一直覺得自己很幸福，因爲我穿上制服就能夠翱翔於藍天；脫下制服，可以背上吉他在舞臺上縱情歌唱。”他就是我們昆航“音樂才子”~[鼓掌] 2011年第9期《深航人》特寫：《音樂才子：朱儁良 伴着音樂翱翔》，粉絲們不妨在航班上認識他一下~http://t.cn/GP796 @深圳航空,1,1,1
外屏爲65536色，比較獨特。VGA 33萬像素攝像頭，表現不錯。上網速度令人滿意。,1,1,1
該收心好好工作啦[愛你]給自己加油[奧特曼],1,1,1
肉好多，實在，送餐沒法進北醫校門，有點可惜,1,0,0
好！非常好穿！好舒服！質量也不錯！賣家生意興隆！,1,1,1
以前買過這回是給媽媽買的 用了一回說不錯,1,1,1
司機把我們拉倒烏爾禾的寶石灘，滿地是寶，隨便撿[太開心],1,1,1
回覆@Sylvia清華:謝謝啦~[cai開心] //@Sylvia清華:生快！//@Muliani: 真乖，謝謝親耐滴~[可愛] //@Muliani:真乖，謝謝親耐滴~[可愛],1,1,1
這麼明目張膽的約會? //@Vivi_??媽媽: @豬欣欣 咱倆可以約在這兒；@Kun琨Kun 咱倆也能約在這兒[嘻嘻]  //@非典型射手座的涵涵:@vivian_0903 有興趣？ //@雕爺牛腩:您好，我們的人均在100-200元之間~歡迎前來品嚐！  //@餐飲諮詢楊鐵鋒:回覆@靠譜喫貨:確實出乎,1,1,1
味道還不錯，比較實惠,1,1,1
常跟領導喫飯，升官是遲早的事；常跟大款喫飯，發財是遲早的事；常跟老婆喫飯，厭倦是遲早的事；常跟情人喫飯，腎虛是遲早的事；常跟異性喫飯，上牀是遲早的事。由此推論：幹什麼都要先喫飯。。。,1,0,0
十二星座七夕全攻略//@像愛貝爺一樣愛國安://@北京爺們0505: [哈哈],1,1,1
一個碗不響，兩個碗叮噹[嘻嘻]//@贗曉乙:說實話男的固然可惡，但這女的也笨得可以 //@吳勵君:這個是PR稿嗎、、、、、、 //@YUKI小姐您貴姓:我居然看完了！這種男人太可惡了，腳踏兩條船被揭穿了還繼續騙的男人一輩子戴綠帽子！[生病],1,0,1
我在這裏: #濰坊火車站#@陳晨sc @宋玉龍SC 看到額頭上的風箏，我想起了妹妹妹夫。此刻的你們還好否？濰坊風箏之城，問好[哈哈] http://t.cn/z0kKOMW,1,1,1
打開的時候上面甚至還有露珠，應該挺新鮮的，一個有手掌心那麼大，挺對得起這個價格的。包裝也很好，好漂亮啊，比外面買的還漂亮,1,1,1
//@Seven絮語: 。。。。@楊晨醒 @鬼臉朱朱 //@小馬哥o0O: 真NB！太不要face了！ //@王金星:@Miao_UA @小馬哥o0O //@遊戲策劃胡凱: 騰訊研究院的動作太快啦[嘻嘻]/@陳昊芝:明天CocoaChina開發者大會，我終於有素材可以說說了。騰訊你真NB。,1,1,1
我剛知道還有微刊這種東西[嘻嘻],1,1,1
幸運，趕上4699，自提檢查，包裝未拆，完美屏，還不錯。機器挺漂亮的,1,1,1
就在長途汽車站附近，步行10分鐘吧。就是馬路路口斜對過。在鬧市區，路口有歐什麼的西餐便餐店，環境不錯。賓館就是標準的4星，挺好的。附近還有kfc和農工商超市。,1,1,1
因爲未婚夫在美國的關係，他經常要美國、中國兩邊跑，每次都選擇過境香港，所以給了我最好的理由去香港。在香港入住過不同的酒店，這家酒店給我的感覺最好。服務和環境都沒有話可說，最感動的是，退房時走得匆忙，一條新買的裙子給忘在酒店房間了，直到回到家收拾行李才發現裙子不見了，當時已經是凌晨2點了，我抱着試試看的心態給酒店去了電話，結果接電話的男士很禮貌的告訴我裙子他們有收到。謝天謝地，經過溝通，以信用卡作郵費支付擔保，我的裙子終於在失散一週之後回到了我的身邊。下次未婚夫回國，我會強烈推薦他入住這家酒店，我想我以後去香港都會入住這家酒店,1,1,1
京東忠實粉絲，超市就在家門口我也不去，就是要在京東買！！！,1,1,1
可能是因爲周圍修路，所以人比較少，環境很好很安靜我入住的是標間的大牀房間暖風很充足，浴室比較好，很大，水溫不錯房間很乾淨，空間大，房高，牀也很舒適，也沒有騷擾電話唯一缺點就是電視太小。。,1,1,1
"在導航下容易找到; 前臺價格比攜程貴20元; 環境在城市中算很不錯; 服務態度等看出酒店員工受過培訓,效果不錯; 總機用語,態度禮貌; 門生有微笑, 在新會這地方是天堂級服務; 早餐(送)的環境,服務不錯,只是歐陸式早餐份量較少, 國人還是挑中國早餐比較滿意. (當然,酒店價格在當地算是比較高.但至少一分錢一份貨,值得.)",1,1,1
一口氣就讀完了，呵呵，來不及細品，怎就讀完了。喜歡張愛玲的，所以拿來讀。讀到了不少不曾知道的，倒是更喜歡原來就喜歡的。精緻不媚俗，孤傲卻着實又讓人憐惜，不是傳奇，又是什麼？更是有了些感悟，關於與孩子溝通的，生怕是不得法處，日後後悔了。朋友式的交流，平等，仔細聆聽，太過苛刻，會讓孩子不自信，這個大學問，我倒是時時在警醒，希望是有進步。,1,1,1
[喫驚][喫驚][喫驚]已經有人領到啦？羨慕中。。沒去的抓緊啦！一共一百份哦。[鼓掌][鼓掌][鼓掌],1,1,1
筆記本是原裝正品，不是樣機和新刷的機器。顯卡性能還可以，雖然顯存是DDR2的，但是最快能工作到550/1400，可以跟08年的主流顯卡8600GT媲美。而且在節能上做的不錯，能夠自動調節頻率和速度，不開遊戲瀏覽網頁的時候，功耗降低的很明顯。最讚的是封裝的內存條石單根2G 南亞的條子，可以升級到4G。另外送的包質量很好哈，雖然薄了點，背起來還算舒服，功能口袋也多。,1,1,1
@新週刊 15週年紀念版真的很彪悍啊，3本雜誌加一本notebook依然只要15，這期還沒看，標題很對味[鼓掌],1,1,1
#早安御庭#早安週日！#帶着家人去御庭#評照片、拿大獎開始啦！歡迎各位參加評選哦，第一波：最溫馨獎，下面的幾張照片有親情父子兵，有四世同堂大家庭，還有可愛表兄妹三人[愛你]溫馨不是一點點，誰將拿走我們的大獎呢？由你決定哦[給力]@也度假網@旅行家雜誌@姚晨@何炅@蘇州電臺春曉@周青海-南京大學,1,1,1
搶購到上海的最後一臺 樣子很好看，配置很好，開機關機速度快，幾乎沒有聲音，鍵盤很舒服 還有兩個以外的驚喜，一個是產品介紹和圖片都沒有攝像頭，竟然有的。還有一個產品介紹說是combo光驅，實際是DVD刻錄,1,1,1
第一次寫就是精華遊記，那是必須傲嬌的！[嘻嘻][嘻嘻][嘻嘻]//@小餅一塊: 回覆@叄_陸_玖:哈哈哈，一定要把嬌柔做作風發揚光大[嘻嘻][嘻嘻][嘻嘻] //@叄_陸_玖: @小餅一塊 [哈哈][哈哈][哈哈],1,1,1
雖然唔中意蒙牛 好多年無飲過 但系 這是不同的 多謝,1,1,1
只有一兩個比較大，其他都挺小的，有點上當的感覺，不過這麼便宜也就算了,1,0,1
大家快來評論，說說你小學時候的作文題「我的理想」//@途易在線:二選一[哈哈]//@文萊旅遊局官方微博: [疑問] 機票 OR 飛機 ???,1,0,1
再忙也要來一杯[嘻嘻]//@全球經典音樂: 沒事就來一杯！,1,1,1
第一個過來報到，謝謝啦。。[心][鼓掌],1,1,1
褲子非常好，質量簡直沒得說。可以推薦大家購買哈哈哈，穿的很舒服。,1,1,1
“保持戰略定力，在正確的時間做正確的事”，“穩中求進不是無所作爲，不是強力維穩、機械求穩”……7月21日、24日，由總書記主持的黨外人士座談會與中共中央政治局會議相繼在北京召開，習總書記深刻闡述了經濟發展“穩”與“進”的內在聯繫。,1,1,1
“三十而立，立什麼？――立身、立業、立家”--就這一條逼死當下99%的年輕人，還是改改這句的註解吧，“三十而立”的原意可能不是這樣的。[嘻嘻] //@銷售界:三十不豪，四十不富，五十就去?死路。早安,1,0,1
都算是的。 //@i-Rena:飛機餐？！//@KC?味??: 哈哈，好大的?房呢！[哈哈],1,1,1
房間很大，服務員的態度也很好。只是商場在招商，不是很方便，算有點小可惜！,1,0,1
送餐員辛苦！奶茶味道不錯！,1,1,1
進場了。在網背看戰術組織[嘻嘻],1,1,1
樸智兒[抓狂][衰] //@BTV麥麥:全允熙yeah！ //@btv看棚大爺: 樸恩淵，哈哈哈哈哈//@馬櫪鑫: 僕貞蘭[哈哈][哈哈] //@楠楠小魚兒:安孝芯還挺好聽的,1,1,0
很辣、但是很香～喫完一次還想喫哈、送餐速度也很快～,1,1,1
如何擦嘴又不弄髒餐巾：用袖子。如何剝橙子而手指不會觸碰到它：用腳。用牛排刀叉如何避免扎到旁人：扎自己。這些培訓都很簡單嘛，我只收3萬塊，附送主持人發音技巧課程一堂，名額有限先到先得。[嘻嘻][嘻嘻],1,1,1
那百度手機輸入法還做的熱火朝天的[哈哈][哈哈]//@dowell:先消亡的是搜狗手機輸入法，因爲不需要軟鍵盤了。// @尹方鳴 : Carl賭半年都穩贏[嘻嘻]// @宮布 :用不了一年 //  @CarlAT移動互聯網  : 我預測一年之內會有一個用語音發微薄，自動轉換文字的無線應用，誰和我打賭?,1,0,1
不錯啊，非常好京東快遞很快商品很好，京東快遞小哥服務非常好,1,1,1
京東的dd發貨速度是驚人的，第二天中午就到了，帶發票，還可以拉卡，8錯。打開還有xp光盤，就是沒有預裝office,1,1,1
不錯，沒想到宇宙捲餅是這個樣子的，粥還是熱的！！！,1,1,1
謝謝上海的朋友們[愛你] //@早年的大兵:音樂會結束後，數百觀衆在劇院排隊購買唱片並等待常靜籤售，這樣的場面我已久違了，好的藝術是永遠值得人們嚮往和回味的[音樂],1,1,1
康師妹麼[哈哈] //@婷婷Doris:我要瞎了[落葉]  //@獅可:啃他雞kfg。。。。[跳舞花],1,0,1
早上下單晚上就收貨，神速啊！這次寶潔產品搞促銷力度還是很大的！,1,1,1
清揚洗髮水很好用，下次還來買呀，實惠裝，京東棒棒的,1,1,1
編導小狐狸說我的形象比在CQTV帥。。。現場帶去了西雙版納的傣錦、瀾滄江的石頭，喜歡版納的朋友幫忙鎖定擴散[握手] //@小狐狸和它的朋友們:歡迎收看[鼓掌][鼓掌][鼓掌],1,1,1
//@劇酷傳播: #酷-劇優劇#：又一部@劇酷傳播 的劇目微信公衆號發佈啦~大家快快關注起來[抱抱][抱抱],1,1,1
????? //@BTV黃海寧:BTV春晚贏了……[嘻嘻],1,1,1
國產之星。非常流暢，買之前一直在比較，看了很多評論，說分辨率不高，有顆粒狀什麼的。也看了好評，也有中肯的評價，但是實物到手真的感覺挺不錯的，畫面清晰，可以擴內存，大小，顏色，質地都挺好的，聲音也不錯，旋轉屏也沒問題。而且京東速度好快，我上午下單，下午就送到了，驚呆了辦公室的一衆同事，哈哈。大家可以放心買，有問題可以問我哈～地鐵上寫的評論，再拍幾張照。,1,1,1
某個行業是什麼行業？[疑問][噓] //@陳寶存:回覆@珍走?:爲女子和小人難養也！尤其是有文化的女人！胃口太高！尤其是某個行業的女人！[哈哈]  //@珍走?:現用現買啊  不就是嫖麼  //@陳寶存:養情人就是有病！現用現買啊！養情人是替小白臉養的！  //@鄧茂華: 風險高了。  //@陳寶存:找情人要選擇了！,0,1,1
真的耶，我也是打小兒看你的節目????????????嚇大的[鼓掌] //@文怡:回覆@Wsunny灬:我就。。。。。。怒摔[怒][怒][怒][怒] //@Wsunny灬:關注那麼久，看了這張圖才知道你就是我小時候看做菜的主持人，我了個去，小時候就想喫你做的菜,1,1,0
因爲看到各位攜程網友的留言評價很高，就頂了。入住之後，果然名不虛傳，服務非常好，酒店的設施也還不錯，酒店的地理位置在市中心，去哪裏都很方便。餐飲做的也很好。下次一定會選擇。,1,1,1
回覆@abcwym:謝謝關注！保持交流！ //@abcwym:一直關注你的圍脖，因爲兒子在悉尼讀書已近一年。非常羨慕你的努力及成功！ //@ABC袁祖文:回覆@飛輪韋博:[握手]  //@飛輪韋博:羨慕妒忌但不恨[嘻嘻],1,1,1
非常棒的蘋果，下次還買，真的很好啊！足不出戶，好喫到手了,1,1,1
看見什麼都想拍，也是一種病吧[偷笑] 拍個核桃練練手[哈哈],1,1,1
回覆@歲月無聲息:爲了這次的聯歡會，所有員工都付出了很多努力，特別是組織及演職人員們，犧牲了個人的休息時間一次次排練，爲大家帶來精彩的節目，我們要特別感謝他們[愛你][愛你] //@歲月無聲息:今年的聯歡會是我經歷的近幾年中組織的最出色的，節目的緊湊、獎品的配置誘人，臺上臺下互動！員工熱情,1,1,1
做工紮實，面料厚實，防風防水，值得推薦,1,1,1
開玩笑，也不看是哪個攝影師拍的[哈哈],1,1,1
[嘻嘻][哈哈][嘻嘻][哈哈][嘻嘻][哈哈],1,1,1
[抱抱]常帶小盆友來梨子家哦~~[愛你],1,1,1
做工精良，屏幕清晰，就是會經常出現卡頓,1,0,1
看完冰燈燒烤，其實我是想拍隔壁間的女孩，穿了一條無袖裙[生病][嘻嘻],1,1,1
餐送到門門口，態度很好，包裝很棒捲餅用錫紙包着，味道很棒，之後還會買,1,1,1
好就是好，穿着舒服，以後多關注的，哈哈,1,1,1
@李天華 二對一[鼓掌]長腿妹長腿妹長腿美眉美長腿[花心],1,1,1
同意[可愛][可愛][可愛],1,1,1
回覆@浮雲UU朵朵貓:[鼓掌] //@浮雲UU朵朵貓:回覆@ebeecake:等我做了就分享，哈哈！！ //@浮雲UU朵朵貓:我學了！！！ //@ebeecake: 自己做纔是最健康的,1,1,1
本次獲獎名單將在八點二十發，抽獎方式爲通過@轉發抽獎平臺 進行抽獎，領獎方式以及其他詳情將在產生獲獎名單後公佈。[嘻嘻]小編的帶薪假期要來了麼？[抱抱][抱抱],1,1,1
藍精靈2[哈哈],1,1,1
等了兩個半小時，不過東西真的很好吃,1,1,1
這該算我坐過最小的飛機了，總共19名乘客，不過飛的還算穩，最後一張是取行李的地方[嘻嘻] 我在:http://t.cn/zQSVytB,1,1,1
從前，有一條毛毛蟲！他爬呀爬，爬呀爬~就睡着了[哈哈] [?],1,1,1
回覆@山嵐熊外婆:對於如此珍貴的稀有品來說，不拍賣怎麼行～～！！[哈哈] //@山嵐熊外婆:恩，以後見面打招呼，就先問：您找到賣您鼻涕的買家了嗎[偷笑],1,1,1
龍蝦不值錢，而龍蝦尾卻是高雅美味[嘻嘻],1,1,1
人事招聘壓力陡然增加[喫驚] [汗]但北京這麼多的帥醫生怎麼就不入你們的眼呢？[疑問]  //@-_-微微微微笑-_-：我也喜歡！！招一個，讓我們也非常想上班，哈哈！！ //@yoyo-樹:我喜歡[嘻嘻] //@瑞爾齒科周密: 啥時候咱也照這水平招一個，無限幻想啊[樂樂],1,1,1
陰謀論[嘻嘻] //@傳媒老王:有點意思，我懷疑是東東的微博營銷廣告[嘻嘻]//@CBN葉航: 誰叫他又有好運又有MONEY的//@中國之翼釦子: 哈哈哈，理財到王總頭上啦！,1,1,1
回覆@學徒張雲飛:謝謝！ //@學徒張雲飛:康爺要注意身體啊！ //@相聲演員康松廣:回覆@攝影劉學成:是的，所以要暫緩執行。一般吸菸時都在想別的事，所以根本記不住這盒煙是何時打開的。 //@攝影劉學成:由此看來您老的記憶理論準備不足！[哈哈],1,1,1
送LP的，她非常喜歡，外觀漂亮，裝系統也很方便，跑XP速度很快。,1,1,1
哈哈哈哈，擦完整個人都崩潰了！[嘻嘻]下午是不是昏昏欲睡了呢，趕緊精神一下~,1,1,1
好聽，查查！//@查可欣: 期待再跟狼哥坐在沙發上盤着腿彈吉他唱歌~[可愛]//@老狼: 支持查查新作品。[good][話筒],1,1,1
物美價廉，一分錢一分貨，老人使用體驗不錯,1,1,1
發貨速度很快，頭一天晚上下單，第二天上午收到，包裝完好無損。,1,1,1
蘋果比較的脆，水分也還可以，不是很懂產地和種類但是口感比水果店八塊多一斤的差一點,1,1,1
初見書名時，自己也暗自猜測書中內容，打開一看，天吶，整個一小百科。由於自己之前的工作性質，對這些知識很敏感。茶餘飯後細細品讀時，感覺是別有洞天，內容涵蓋之廣，涉獵之多，足見編輯之苦心。但金無足赤，此書知識點廣度足夠，但深度不足。若爲開拓眼界，拓寬知識面，可謂良友，但若要深入瞭解，還需藉助專業著作。總而言之，瑕不掩璧還是本不錯的書，值得一讀。,1,1,1
"走入酒店身心感受涼爽,客房送餐免收服務費,味道也挺好的,空閒之餘到桑拿做了個保健按摩才100元,感覺不錯~!下次到太倉還會選該酒店哦~!",1,1,1
頭髮很油，一天不洗就會油膩膩的，並且頭皮還很癢，試試這款看看會不會有改善。,1,1,0
讓我想起《不見不散》裏葛優教美國警察和孩子的那場戲了。[哈哈],1,1,1
我發現我越來越邪惡勒。。[汗] //@相聲演員王勇: [哈哈]//@相聲演員胡云鵬: 爲什麼不喜歡尖的我就喜歡啊//@學做一個聰明的人:突然懂了，這個好邪惡了啊 [抓狂],1,0,0
靜靜的，輕輕的，悄悄的，慢慢的…[給力][鼓掌][贊],1,1,1
羊雜味道超級正宗！最主要的是快遞小哥特別好，特別貼心，還給拿了辣椒油，而且態度特別好，特別好，特別好！重要的事情要說三遍！,1,1,1
棒棒棒，給物流五顆星，給快遞小哥100分。,1,1,1
又加配了一條2G DDR 800的內存。裝了XP DELL OEM版。速度沒有問題。我平常就是一些文字處理。WI-FI信號很好，比我上次使用的D630要強一些。,1,1,1
祝姚姐生日快樂！今年姚姐明年姚妹[嘻嘻][蛋糕],1,1,1
每次來外攤都是晚上。這次終於看到陽光下的外攤了。 [鼓掌],1,1,1
送來的非常快，飲料都非常的不錯呦，超級喜歡,1,1,1
市區也可以領了！[鼓掌][鼓掌]這下更方便了！[給力] //@微博泰國:[威武]  //@泰國鳴人: //@ManGu曼谷雜誌:[嘻嘻][嘻嘻] //@張?Sunny:在機場沒時間領的童鞋們，別再錯過咯。siam paragon所有的諮詢臺都能領哦,1,1,1
用了一星期纔來評，挺好用的，主要是.玩個遊戲看個電影，這個價錢很超值，支持國產,1,1,1
可能是電費的問題，房間裏的空調不夠熱，如在平原，只能算3星，但在香格里拉可以算4星。補充點評 2007年4月3日 ： 是商務標準間,1,1,1
準備一個月的口糧撒~//@任軼潔: @曉林oldchen 來個100km，咱倆喫點喝點給他加油等着他~~豈不快乎//@Blueonline: 本來還想報個10公里，咋就沒了？@smileyplum 。。。這次是要在任總的地盤上撒野了啊@任軼潔 @曉林oldchen [嘻嘻]//@愛拍星空:這次最低50k起啊。。木有平民版本的了[淚],1,0,0
//@智障少年咪西西熱脹冷縮了: 最後切JJ了。。。//@齡齡爸: 本來就是一個輸入法的廣告 //@蘿莉喵兒:真假，60秒之內發了23條 //@是非彆扭_老和: [哈哈] //@內科-王大夫: 要臨危不亂 //@文刂孟加拉大貓女圭:[嘻嘻],1,1,1
送貨快，服務好。送到即嚐了一顆，香脆可口，雖不是巨甜，但果香濃郁，家人都喜歡。,1,1,1
沒有發票，分辨率不行！玩遊戲眼睛疼！！！樂視會員和誅仙cdk需要的微信lic770，我沒用。,0,0,0
餅很大，但是速度很慢,1,0,0
#金陵觀園 微分享# 端午節將至，酒店組織員工進行包糉子大賽！趕快來現場看看吧！廚師長現場教你如何包糉子！[嘻嘻] 氣氛可熱鬧呢！[偷笑]@金陵連鎖酒店 @寧傑Luck_Zhu @聖卡洛琳 @Cindy_wuyunyu,1,1,1
兩件一起買的，都是厚款，碼數。    用的布料不同，顏色差異也很大，兩件的線頭差異很大，一件很多線頭，一件基本看不到    不多說看圖,0,0,0
"性價比很好,設施很方便,適合家庭(3人以上)入住賓館反饋 2008年8月5日 ： 非常感謝您的評價。歡迎您和家人一起光臨！",1,1,1
"交通位置很好,服務設施還可以.但價格有點高,可能太原的酒店價格普通比較高的原因吧!",1,1,1
我暈，忘記@ 人了 @淺草恭子 @鄭米飯 @阿拉蕾淼淼 @winegood //@申子超: 能給瓶正牌嗎[哈哈],1,1,1
短信容量2000條，強！,1,1,1
2K屏幕顯示可以的，給女朋友買的。她說打王者榮耀看電視很爽,1,1,1
神交[嘻嘻],1,1,1
簡直太貼心了，我要向嫂子你學習[愛你][愛你],1,1,1
哈哈//@郭晏平: 聽這口氣，諸葛亮他爸是北京人哦[哈哈] //@文史女教師:呵呵~,1,1,1
真的不是…… //@RyanchenGG:是不是大白鯊啊。滿心疑問。真的好像哦。//@Reneeinbj:哇塞，好殘忍…… //@RyanchenGG:趕緊看看啊。是不是有人用大白鯊的肖像權。維權啊。[哈哈]@Reneeinbj,1,0,1
今天晚上喫海鮮火鍋，山東大對蝦太給力了。扇貝，鮮貝，蝦滑超級好喫。要了豬腦，好久沒喫了，補補。。。[嘻嘻]@kitty是摩羯女oO,1,1,1
你倆怎麼過的？ //@新妞-婕寧: 祝福祝福!明年就有孩兒一起過了[愛你],1,1,1
終於見到兒子了[哈哈],1,1,1
那是英國話吧！ //@茶人馮建華: 回覆@??捌:是蒙古話。 //@??捌:合着說相聲的還和實際有差距呢 請教您額勒金德是滿語麼？ //@茶人馮建華:回覆@?南??:下回給您吆喝幾個說相聲的不會的，在哪兒都聽不着的，北京人講話：那叫“額勒金德~德勒金隔”的！[哈哈] //@?南??:[good,1,1,1
京東六一八囤貨囤貨囤貨囤貨囤貨,1,1,0
六六老師，我是日本的作家大村敦志。之前拜讀了您的?蝸居?，真真切切又不失幽默地把房奴的形象表現的淋漓盡致，反映了中國的現實社會狀況，我很是喜歡。我想盡微薄之力在日本宣傳您的作品。[太開心] @六六 日本暢銷小說《細小》登陸中國 TOM→ http://t.cn/zWdbzGO,1,1,1
不敢當喔[可愛][可愛],1,1,1
#中國達人秀#今天下午4點 劉教授微訪談，能問的不能問的，都趕緊着丟給他！[哈哈][哈哈]//@歌手劉教授: 明天下午4點微博微訪談，儘量有問必答。讓問題來的更猛烈些！！！有什麼問題可以提前問。,1,0,1
【婚姻的潛規則】李敖：女不可下嫁，男不能高娶。一旦誰犯了規，男人會被諷爲喫軟飯，女人會被嘲笑沒眼光。婚姻就像黑社會，沒加入者不知道其黑暗，一旦加入又不敢吐露實情，逃出來的保命尚且不暇，哪敢多話？所以婚姻的內幕永不爲外人所知。此乃圍城也。[愛你]@聽海_燕兒歸@皮海洲@程主任,1,0,1
