text,tag,label,google
詐騙到名聞國際，不簡單；打詐國家,→,0,0
為什麼要刪？？ 一條龍新聞有差嗎 嘻嘻,推,0,0
這次不是工人掉下來,噓,0,0
砸還砸到頭很難救了......,→,0,0
罪犯的人權,推,0,0
樓上笑死 遙遠東方一條龍,推,0,1
厲害厲害，自產自銷的綠新聞產業一條龍,推,0,1
靠 這衰到爛,推,0,0
原來又是一個瑋豐+楊敏,推,0,1
八又翻 綠蛆高潮噴汁,推,0,0
幹話,→,0,0
不意外 老手段了,推,0,0
市長應馬上停止所有選務工作，執行調查,→,0,0
不是高雄 那沒事了?請繼續檢討高雄,推,0,0
樓下專長是啥,推,0,0
詐騙國家隊,推,0,0
綠能你不能,推,0,0
死全家 幹,→,0,0
繼續炒房 房子越蓋越高 公共空間越來越,推,0,0
明顯過失還要一審二審慢慢玩，幹,→,0,0
賴導,推,0,0
娼妓,推,0,0
共產黨 都是靠 宣傳 不奇怪,推,0,0
出口轉內銷我真的笑到歪腰,推,0,1
造假造到外國去喔,→,0,0
而且通常還沒錢賠人家家屬...,→,0,0
詐,推,0,0
我願意捐錢 盡點心力。,推,0,1
超貸？,推,0,0
DPP不是最愛用這招嗎  律師  美女醫  都不敢,推,0,0
絕命終結站..,推,0,0
詐騙，超級明顯,推,0,0
身為一個媒體 評論公民運動竟然是評論性,→,0,0
民進黨要倒，台灣才會好,推,0,0
中共為什麼可以洗腦這麼多人 看民進黨,推,0,0
史紀錄了，再來就是跳電比較多次,→,0,0
一套，人數有漲進，但技術沒有。,→,0,0
以後在再教育營裡面用的到,→,0,1
蔡英文下跪再叫我,噓,0,0
噁心,推,0,0
隨便一個磁磚下來就掰了 這個還是冷氣機,→,0,0
市長呢？,噓,0,0
自由 呵呵,推,0,1
用新聞散播謠言不會被處罰 這就是台灣,推,0,0
什麼時候可以清掉三民自 這些垃圾媒體,噓,0,0
綠共真的不是叫假的！搞不好還更厲害,推,0,1
扯市長是腦袋? 全台灣工安都是這德性,→,0,1
被消失的外國記者？,推,0,0
817萬選票台灣選舉史上最高票的笑話,→,0,0
民進黨,→,1,0
原來吸黨的奶水啊，難怪,推,0,0
這次不找屎板冥夫了嗎,推,0,0
台灣公安,推,0,0
NCC還在睡？,→,0,0
三民自不意外呀,→,0,1
原來啊,推,0,1
重罰兩萬謝謝指教,推,0,0
房價早就一直漲了，這七年詐騙變多超有感,→,0,0
台灣建物真的有必要好好重新設計一次,→,0,0
詐騙、黑道、網軍、me too,推,0,0
工人讓人看不起就是這樣 把人命當啥,推,0,0
詐騙跟黑道吧，這兩個從事人員都增加了,→,0,0
以上 只會吹冷氣嘴砲不去遊行的白色青年,噓,0,0
蔡導,推,0,1
你看過共黨道歉過嗎? 做白日夢呢,→,0,0
17樓 有夠可怕,推,0,0
817選的，自己選的,推,0,1
民進黨為了洗台灣人 真的無所不用其,推,0,0
詐騙  司法改革？改你媽個b,推,0,0
詐騙 浮屍 炒房,推,0,0
媒體的造謠能力,推,0,0
推文拿來做政治消費的 真的很垃圾,推,0,0
幹 人家女兒白白送死QQ重力加速度不知道幾,推,0,0
少子化,→,0,0
台灣工安跟交通安全一樣 都是垃圾,推,0,0
詐騙 哥布林的財產 欸?好像是同一個,推,0,0
這種文發不膩欸，你們都一樣的套路,噓,0,0
灣損失,→,0,0
死的好冤 被垃圾鬼島公安害死,推,0,0
的完全執政，台灣有希望,→,0,1
很多,→,0,1
柯p不用負責嗎！！,推,0,0
民進黨真噁心,噓,0,0
股市啊 沒買也怪不得別人惹,推,0,0
詐騙多樣性,→,0,0
究竟，八會翻幾次呢?,→,0,0
請母豬先道歉,推,0,0
工安不一定是工人的鍋啊，也要看工安法,推,0,0
哥布林們,→,0,0
台灣公安真的是笑話,推,0,0
詐騙犯,推,0,0
綠共夠噁心,→,0,0
誰分的清楚民進黨跟共產黨有啥差別XDDD,推,0,0
幫QQ，一堆垃圾工人，台灣工安？笑死,推,0,0
認真：台灣國際地位跟知名度,推,0,1
黨政軍退出媒體，讓民進黨進來,推,0,0
那邊等車 結果房子那一側比較靠外 砸死人,→,0,0
犯罪者人權,→,0,0
這顆外國月亮不夠圓嗎？顆顆,推,0,0
到底是台灣還是印度啊？交通地獄+工安地,推,0,0
等公車也有事 這?,推,0,0
八又翻 柯粉氣,推,0,1
對岸媒體每次唬爛一律以‘外媒：’ 開頭,推,0,0
數位發展部拿了幾百億不用做事？,推,0,0
出口轉內銷,噓,0,0
雙腳骨折就是從頭砸下來，怎?救,推,0,0
沒事，菸皇最愛吹冷氣,推,0,1
垃圾，他媽的垃圾,→,0,0
之前有看到類似的文,推,0,0
詐騙 黑道,→,0,0
尾豐打球囉,→,0,1
[email?protected]  找最頂的性平單位,推,0,1
風電,推,0,1
這水準不意外，垃圾綠共,推,0,0
猴猴坐歹事,推,0,0
帶塞英：冷氣還不錯,→,0,1
就是法律罰不夠重啊，跟酒駕不是一樣意思,→,0,0
不下車,→,0,0
民進党,推,0,0
的那種長條狀），一般不是先打支架再裝,→,0,0
綠霉呵呵,推,0,1
幹 新北還有什麼做不出來的？,噓,0,0
恐怖,推,0,0
笑死 垃圾黨,推,0,0
對不起，我當初有反過核，我腦殘,推,0,0
工安公安都是笑話,推,0,0
這些新聞大量發生，有點好笑,→,0,1
御用外國記者,推,0,1
"失敗人數又少就不用關注啊,到底在緊張什麼",→,0,0
他們會說你要先證明愛不能發電,→,0,0
這個創意超乎我的想像,→,0,1
絕命,→,0,0
黨的御用“專家”學者”國外記者” 一個人,推,0,0
三明治綠頭殼又一條龍服務了,推,0,1
負責嗎,→,0,0
天啊  RIP,推,1,0
靠北交通地獄就算了 等公車也被砸死,噓,0,0
死了吧 好像是第一個路人被冷氣外機砸死的,推,0,0
猴猴出事了猴猴,推,0,0
三民字都垃圾媒體 毒害台灣,噓,0,0
垃圾老師傅,噓,0,0
綠共不是叫假的，媒體掌握度有夠高,推,0,1
真是垃圾工安,噓,0,0
柯上來要怎麼管制綠媒  這些背後黑金,→,0,0
你要哥布林負責，你是不是誤會了什麼,→,0,0
台灣爛霉三民自,推,0,0
好了啦 人少就是事實 ，笑死,噓,0,0
老婆是？？？？？,噓,0,0
22歲等個公車都能天來橫禍 直接被爆頭,→,0,0
??.直接原地轉生了 台灣工安日常,噓,0,0
秋2,→,0,1
太衰了吧,推,0,0
跟開計程車被飛機撞差不多幸運,推,0,1
大灑幣、詐騙、媒體控制、炒房炒地,推,0,0
果然又是党霉+党的網軍側翼死忠仔境外,噓,0,0
不管啦，八又翻,→,0,0
在台灣每一天都要過絕命終結站的劇情,→,0,0
德極傷，遠超過716的傷害,→,0,0
衰,推,0,0
詐騙 房價 黨的荷包,推,0,0
兩性平權,→,0,1
真是噁心，高調,推,0,0
衰到爆炸 才22歲?,推,0,0
樓層太高 有磁磚冷氣或人掉下來 砸死人,推,0,0
自己當外國人,→,0,0
垃圾鬼島公安,推,0,0
黨政軍退出媒體 不就是性lie黨喊的?,→,0,0
出口轉內銷 民進黨很常,推,0,0
真的是綠共,→,0,1
臺灣工安就是坨屎，不是東西掉下來就,推,0,0
落後的可悲台灣工安又害死人,推,0,0
性騷 詐騙 房價 物價 少子化 電力,推,0,0
綠黴不意外,推,0,0
網軍治國,推,0,0
行人地獄都是真的,推,0,0
蔡導：下一場戲叫麥可發文 就定位,推,0,0
詐騙園區賣內臟、黑道變有錢、浮屍日常,→,0,0
喔米頭佛,推,0,1
詐騙 少子化 炒房,→,0,0
綠共及塔綠班的無恥程度,推,0,0
九萬又一接班人,→,0,1
幹垃圾公安,→,0,0
三民自真的是垃圾媒體，太誇張了?,噓,0,0
垃圾政黨養的垃圾媒體,→,0,0
請賴清德下令徹查,推,0,0
協尋林義雄,→,0,0
"又新北,每天搞事",推,0,0
不會規定雙人作業相互確認,推,0,0
媒體製造業,推,0,0
垃圾工人,推,0,0
垃圾公安，鬼島就是鬼島,推,0,0
?等各類網站進行媒體需要洗腦轟炸,→,0,0
灣已經被搞成這副德性了,→,0,0
死忠仔跟著綠媒一起起舞沒關係，反正,→,0,0
絕命終結站真的?,推,0,0
詐騙 超誇張,→,0,0
八卦會繼續監督執政黨,→,0,0
市長管一下好不好,噓,0,0
抹屎抹完了，裝沒事,推,0,0
上次去朋友租的公寓發現9樓的室外機只有,推,0,0
不是欸,推,0,0
根本不可能活 哎,→,0,0
幹 看了好氣 別救了吧 救活生不如死 台,噓,0,0
詐騙案,推,0,0
步驟一模模一樣樣,→,0,0
超衰的,推,0,0
台灣工安，垃圾。,推,0,0
黨媒原來有羞恥心的啊,推,0,0
下架新聞是怎樣,推,0,0
詐騙 貪污 房價 官員通姦,推,0,0
房價 物價 詐騙 這三個超級有感,推,0,0
你的人了XDDDD,→,0,1
哥布林綠蟑螂啊 在社會底層吃屎死忠還,推,0,0
風向黨,推,0,0
幹你娘垃圾藍綠敗類政客幾十年來的台灣,推,0,0
幹 有夠衰小,噓,0,0
媒體造謠抹黑製造業,推,0,0
尤其板橋一堆高樓層公寓,→,0,0
一定假的啊 本國人關心的都不多了 哪來外,推,0,0
腦殘的是在野的話不能當話？意思就是誰當,噓,0,0
太可憐了吧QQ,推,0,0
綠共手法,推,0,1
推,→,1,1
民主進步黨進步成哥布林綠共黨,→,0,0
民進黨黨工教育方式就跟共產党一樣,→,0,0
老招了,推,0,0
好可怕,推,0,0
哪次不是這樣 反正換照也過了 爽爽洗新,推,0,1
房價、詐騙、網軍,推,0,0
詐騙 真心不變 絕對世界頂級詐騙島,推,0,0
自由時報的報導就是民主進步黨的官方說法,推,0,0
完全不意外啊 詐騙王國耶,推,0,0
?????這個名字是在裝什麼可愛,推,0,0
詐騙，網軍，黨媒，側翼,推,0,0
詐騙案跟各類犯罪以及車禍傷亡者增加速度,→,0,0
側翼的數量。,推,0,0
靠...我常常在那邊等公車欸...,推,0,0
詐騙 控制媒體 塔綠班 愚民,噓,0,0
綠蟑螂啊！超多,推,0,1
台灣就是工安笑話,→,0,0
我比你早發，為什麼我發沒爆？,推,0,0
側翼見處的口袋吧,噓,0,0
三粒 飯呢？,推,0,0
絕命終結站外傳鬼島,→,0,0
台灣工安真的是個笑話。,→,0,0
是工人的錯嗎,→,0,0
抗中保台,推,1,1
詐騙國家隊 詐騙辦公室 造謠抹黑一堆,推,0,0
放掉 難怪詐騙越來越猖獗,→,0,0
黑道跟詐騙，還有財團建商跟肥貓,→,0,0
綠又贏,推,0,1
Gyllenhaal 下班去行天宮過一下香收驚,推,0,1
三民治正常發揮,推,0,1
贊成啊 民進黨就爛,推,0,0
踩單車的能源大概這個樣子而已 請參考,→,0,1
造浪者裡面一句台詞：台灣人根本不在乎,推,0,0
小三比原配還唱秋,噓,0,1
負債,→,0,0
這部分跟共產黨真的學習的淋漓盡致,推,0,1
賴導自演,噓,0,1
听党?跟党走知党恩感党恩,推,0,1
三民自加工廠 ?,推,0,0
NCC呢？,噓,0,0
垃圾黨很會,推,0,0
市長呢,推,0,0
噁爛到爆的水準，完全沒有任何價值的咖,推,0,0
房物價可以說整體經濟但詐騙真的好多,→,0,0
哥布林號角翻船囉，爽,推,1,1
這太扯了,推,0,0
真他媽鬼島 有夠扯,→,0,0
這個就算活下來也半身不遂吧?脊椎不可,→,0,0
厲害了 出口轉內銷,推,0,1
猴子出來負責啊，還敢選總統喔,推,0,0
意外嗎,推,0,1
原來是歸化,推,0,0
垃圾網軍跟詐騙,推,0,0
真的是詐騙,推,0,0
超衰,推,0,0
黨,→,0,0
記者可以出來說：我眼中的女人只有我老婆,→,0,0
國家機器動的很厲害,推,1,1
這位很有名啊,推,1,1
股市 國防工業,推,0,1
水房 斷點 金流 有人會比台灣詐騙更細嗎,推,0,0
???)凸只引述自己想要的爽8++要的,→,0,0
老師父人沒摔下來 機子滑掉了,推,0,0
人民罵政府（民進黨）的時代已經過去了,推,0,0
詐騙 物價,推,0,0
一堆,→,0,0
創黨元老不會覺得可恥嗎？,噓,0,0
新北市民唯一支持侯侯，好安心,推,0,1
賴導不意外,推,0,1
學中共那套啊。培養外國支持者洗地,推,0,0
那篇新聞下面不都是一堆二分歧視法言論 上,推,0,0
真的垃圾綠媒，然後政黑ID再配合發文,推,0,0
一條龍的帶風向被抓包，對民進黨、對賴清,推,0,0
一切跟黨有關,推,0,0
不想做,→,0,0
睜眼說瞎話還說的義正嚴辭,→,0,0
老師傅自己摔死就算了 現在還害死人,推,0,0
真的狗改不了吃屎,推,0,0
國民黨執政不意外,→,0,0
司法改革啊 對犯罪者越來越好,推,0,1
股市，房價,推,0,0
完全把對岸招數拿來用，果然是一家親,→,0,1
房價 詐騙 物價（尤其食品跟蛋價）,推,0,0
臺灣老師傅還是挨個抓去驗智商吧,→,0,0
新北? 那就是中央10成對吧,推,0,0
天上除了會掉鋼筋以外也會掉冷氣機,→,0,0
又是出口轉內銷 哥布林真不愧是垃圾,推,0,0
公安那麼差 難道綠共不用負責嗎,→,0,0
詐騙AI化,推,0,0
避免砸死人 禁止高樓層裝冷氣,→,0,0
當然是慣老闆跟垃圾政客口袋的錢呀,推,0,0
重新定義各種名詞,推,0,0
國艦國造,推,0,1
完全執政，阿北負責,推,0,0
三民自新聞自由爆表值得嘉許,推,0,1
一個要重啟服貿，好棒棒,→,0,1
塔綠班只會怪藍白真他媽噁心 怎麼不,→,0,0
暖,推,1,1
詐騙 哥布林軍隊,推,0,0
肛交男能結婚,→,0,0
在捷運出口/公車站上這樣搞  想殺人嗎,推,0,0
股價 薪水,→,1,0
綠共的海外小金庫吧,推,0,0
房價物價油價電價大躍進,噓,0,0
詐騙QQ,推,0,0
媽的有夠扯,推,0,0
之前跟警察聊到都說幾百個這種了,→,0,0
絕命終結?,推,0,0
整棟變凶宅,→,0,0
幹你娘咧鬼島,推,0,0
大學時學弟的機車被墜落的冷氣壓壞,推,0,0
這時代不管什麼政治人物、藝人、活動 只要,推,1,1
會不會裡面有台共潛伏呢,→,0,0
哥布林說話啊？不是都很嗆？,推,0,0
亂廢核四 可是垃圾民進党的貪腐阿扁 他,推,0,0
這些垃圾工人,→,0,0
植傀儡控制各地政權 已有性暴力行動黑道為,→,0,0
八又翻！八又翻！八又翻！^^,推,0,1
為了黨出來黑一下 值得的吧,推,0,1
不要臉產業鏈,推,0,0
國債,→,0,0
很有共產黨的風格,→,0,1
台灣的工安就是個笑話,→,0,0
自由造假不EY,推,0,0
不要臉的人變很多,→,0,0
不會判死 沒事兒,推,0,1
大樓外牆施工，下面最好放警示錐,推,0,0
國家帶頭造謠？不意外,→,0,0
以後等公車 都要戴安全帽,→,0,0
物價狂升，生活痛苦指數上升,→,0,0
不修詐騙母法與不法得利 也沒有檢舉詐騙,→,0,0
大概就兩手一攤沒錢賠 也不用坐牢 結案,推,0,0
又是一條龍，傻眼,噓,0,0
通膨有感?,推,0,0
媒體造謠能力,→,0,0
房地產,推,0,0
肇事的工人  自己跳樓跳一跳啦,→,0,0
造謠一條龍 嘻嘻 熟悉的黨味,推,0,0
以後誰再說台灣不是行人地獄我就罵他！,→,0,0
早年dpp就反kmt大聯盟才那麼多派系 猜猜,→,0,0
這跟中央地方有啥關係? 你家裝冷氣要申請嗎,推,0,0
PTT白蟑螂橫行 從綠轉白爛,推,0,0
詐騙絕對是第一,推,0,0
"Damn, so young",推,0,0
誰來試算一下重力加速度,推,0,0
貪汙詐騙房價特權,推,0,0
下去就是砸到別人,→,0,0
在鬼島有千萬種不同的死法...,→,0,0
電影等級的工安笑話,推,0,1
台灣工安就是一個笑話,推,0,0
等停電再說 沒缺電道什麼歉,推,0,0
外國人來台灣工作就算外國記者喔,噓,0,0
措施,→,0,0
鬼島工安，操,推,0,0
不是過馬路被車撞，就是等公車被冷氣砸,推,0,0
市長還在睡 還不下令停工?,推,0,0
人拿的不是第三世界國家中華冥國護照  嘻嘻,→,0,1
然後在那邊喊工安工安的，你是工人接到電,→,0,0
詐騙/黑道/擁槍率,推,0,0
便當價格和詐騙不用關,推,0,0
又是低端南部,→,0,0
偉豐同路人,推,0,0
既得利益分贓團體成員,→,0,0
民進黨學的真像,→,0,0
便當漲最多,推,0,0
，女生的家長拿張債權憑證 哭哭沒人理,→,0,0
台灣政府的公安笑話不是一天二天的事，,噓,0,0
很厲害的詐騙集團,推,0,0
認知作戰,推,0,1
超恐怖,推,0,0
我從以前就一直在想 室外冷氣會不會,推,0,1
出口轉內銷新聞製造業,推,0,0
綠畜哥布靈党的大型智力測驗,推,0,0
房價啊,噓,0,0
拍謝忘了市長忙選舉沒空管市民,→,0,0
真是當大家白癡,推,0,0
詐騙 浮屍 房價,→,0,0
花錢買寫手喔,噓,0,0
裝冷氣裝到整台掉下來   你人怎麼不跳樓?,→,0,0
認真說詐騙 特別是感情詐騙 現在已經不,→,0,0
不愧是賴導,推,0,1
詐騙 網軍 黨們的口袋,→,0,0
出口就是造謠?,推,0,0
一條龍服務,→,0,1
熱的要死當然在家吹冷氣 白痴才上街曬太陽,推,0,0
綠色水準,推,0,1
當然是詐騙,推,0,0
黨產,→,0,0
永遠是某中國出生的日本人講一堆似是而,→,0,0
呵,推,0,1
...會不會太扯,噓,0,0
不起房 然後在抹黑柯 超級可悲哈,→,0,0
幸浮陳屍 不必去查,→,0,1
綠色是垃圾的顏色,推,0,0
"，後市長永遠不會錯,新北市團隊全國第",→,0,1
意外嗎? 好像不意外,→,0,1
無所謂，死忠已經接收到黨的訊息,推,0,0
瑋豐已經進化成要用外國人帶風向了,→,0,0
太可怕了吧...,推,0,0
廢物母豬蔡英文,→,0,0
槍斃他們,推,0,0
光電/物價,推,0,0
NCC繼續裝死,推,0,0
幹 等公車都會死 台灣到底殺小破島,噓,0,0
在台灣可以活到80歲上輩子可能做超多好,推,0,1
捷和藍鯨前的公車站 為了躲太陽都在靠捷運,推,0,0
自導自演一條龍 詐騙黨,推,0,0
党媒不意外,→,0,0
詐騙  房價  物價,→,0,0
航海王和ai 不少人賺飽了,推,0,1
新北不意外,→,0,0
扯翻,推,0,0
加速兩岸統一,→,0,1
老舊室外機 常有鐵架生鏽了 也滿恐怖的,→,0,0
基本上大太陽下在舞台搖滾區的根本是衝,推,0,0
南部？,推,0,0
垃圾台男工人又害死人了,推,0,0
曾投過民進黨又罵民進黨的全部都是智障,→,0,0
NCC:,→,0,0
如果被害人gg了，該樓層算凶宅嗎？,推,0,0
原本以為中天垃圾，原來三立是垃圾之霸,推,0,0
詐騙跟綠媒,推,0,0
台灣工安日常...人命就是這麼廉價,→,0,0
我每天都經過==太可怕,推,0,0
絕命終結站逆？,→,0,0
又造假,推,0,0
產業鏈真強,推,1,1
這不就做假新聞,噓,0,0
執政的找在野的背鍋，側翼是不是腦殘？,推,0,0
三立什麼時後要向全國民眾道歉？？？只,噓,0,0
黑道數量,推,0,0
群人能下台 = =,→,0,0
真行人地獄,推,0,0
詐騙員工跟騙走的錢,→,0,0
什麼假新聞，一條龍的事能算假新聞,推,0,0
笑死，總算出事了吧，台灣工安,推,0,0
翻車一條龍,推,0,0
論詐騙分工全世界沒有台灣這麼細 設斷點,推,0,0
民進黨執政這幾年，台灣工安地獄,推,0,0
一般都是裝陽台吧 這什麼鬼怎麼掉下,推,0,0
房價 豪車 棒球隊 詐騙,推,0,0
始。絕對是特殊密碼,→,0,0
笑死人的垃圾霉體,推,0,0
民進黨的老招阿，意外嗎,→,0,0
垃圾台灣工人工作還要屋主請吃喝、工安完,推,0,0
險,→,0,0
就這樣刪文綠畜哥布林精神糧食沒了怎麼,推,0,0
股票算嗎,噓,0,0
民進黨支持者只想看遊行中的女生啦 色,推,0,0
綠媒哪天沒造謠潑糞才是新聞,推,0,0
可惜呆丸郎會信 呆丸郎就是這麼低能,→,0,0
改用死忠的心發電,推,0,0
？？！,推,0,0
想到冷氣從頭上掉下來,→,0,0
這很共產黨,推,0,0
台灣人的應許之地,推,0,1
台語文化產業進步最多,→,0,1
呵呵,推,0,1
綠色謠言中心,→,0,0
造謠一條龍 幹你娘垃圾人渣資進党,推,0,0
裝冷氣? 不是人掉下來就是冷氣掉下來 工安?,→,0,0
NCC管不到,推,0,0
些當初滿口罵台電的人啊,→,0,0
房價繼續噴,→,0,0
我都走騎樓，不敢走高樓旁的人行道,推,1,0
施工處下方不用圍起來?,推,0,0
新北市，侯友宜出來負責,→,0,0
真的垃圾 到底bcc也沒有監管 立場偏,推,0,0
高調,推,0,1
詐騙人數,推,0,0
國民法官：殺人罪論處？,噓,0,0
無屋無車，有gogoro,→,0,0
找同鄰層一起取暖然後罵年輕人不會想不,→,0,0
你已是人生勝利組了 羨慕,→,1,1
買不起房的人覺得是炫耀文,→,0,0